EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date
1.10,80.4%,9.2%,MIA (W),CIN,0.5,2020,Week 13
1.09,77.6%,1.5%,BAL,DAL,4.0,2020,Week 13
1.08,81.3%,15.5%,SEA (L),NYG,4.0,2020,Week 13
1.08,76.9%,1.9%,GB (W),PHI,5.0,2020,Week 13
0.98,70.1%,1.7%,PIT (L),WAS,2.5,2020,Week 13
0.97,79.2%,31.7%,MIN (W),JAX,1.0,2020,Week 13
0.93,75.5%,27.1%,LV (W),NYJ,1.5,2020,Week 13
0.91,64.8%,1.1%,TEN (L),CLE,3.0,2020,Week 13
0.86,60.7%,0.2%,IND (W),HOU,3.5,2020,Week 13
0.83,59.2%,0.9%,CHI (L),DET,0.5,2020,Week 13
0.81,57.6%,0.4%,NO (W),ATL,3.0,2020,Week 13
0.81,57.2%,0.1%,LAR (W),ARI,4.0,2020,Week 13
0.79,56.1%,0.1%,LAC (L),NE,1.0,2020,Week 13
0.76,53.5%,0.2%,SF (L),BUF,1.0,2020,Week 13
0.66,46.5%,0.1%,BUF (W),SF,2.5,2020,Week 13
0.62,43.9%,0.1%,NE (W),LAC,1.5,2020,Week 13
0.61,42.8%,0.0%,ARI (L),LAR,2.0,2020,Week 13
0.60,42.4%,0.1%,ATL (L),NO,0.5,2020,Week 13
0.58,40.8%,0.0%,DET (W),CHI,0.0,2020,Week 13
0.56,39.3%,0.1%,HOU (L),IND,1.5,2020,Week 13
0.50,35.2%,0.0%,CLE (W),TEN,2.0,2020,Week 13
0.48,24.5%,0.0%,NYJ (L),LV,0.0,2020,Week 13
0.45,20.8%,0.0%,JAX (L),MIN,0.0,2020,Week 13
0.43,29.9%,0.0%,WAS (W),PIT,0.0,2020,Week 13
0.34,23.1%,0.0%,PHI (L),GB,0.5,2020,Week 13
0.33,18.7%,0.0%,NYG (W),SEA,0.0,2020,Week 13
0.32,22.4%,0.0%,DAL,BAL,1.0,2020,Week 13
0.32,19.6%,0.1%,CIN (L),MIA,0.0,2020,Week 13
0.25,15.6%,0.0%,DEN (L),KC,0.0,2020,Week 13
1.08,75.9%,2.0%,GB (W),DET,4.0,2020,Week 14
1.06,74.7%,2.0%,KC (W),MIA,4.5,2020,Week 14
1.05,88.5%,51.4%,SEA (W),NYJ,2.0,2020,Week 14
1.04,74.8%,5.7%,NO (L),PHI,2.5,2020,Week 14
1.04,73.7%,3.3%,TB (W),MIN,3.5,2020,Week 14
0.97,68.2%,1.2%,LAR (W),NE,3.5,2020,Week 14
0.96,76.0%,21.9%,TEN (W),JAX,2.0,2020,Week 14
0.92,65.1%,3.1%,CAR (L),DEN,0.0,2020,Week 14
0.88,61.4%,0.3%,BAL (W),CLE,5.0,2020,Week 14
0.85,60.0%,2.0%,DAL (W),CIN,0.0,2020,Week 14
0.84,59.2%,1.9%,ARI (W),NYG,2.0,2020,Week 14
0.82,57.9%,2.4%,SF (L),WAS,0.5,2020,Week 14
0.80,56.1%,0.3%,IND (W),LV,3.5,2020,Week 14
0.78,54.4%,0.1%,BUF (W),PIT,2.5,2020,Week 14
0.75,51.7%,0.1%,LAC (W),ATL,1.0,2020,Week 14
0.74,51.5%,0.5%,HOU (L),CHI,1.5,2020,Week 14
0.70,48.5%,0.3%,CHI (W),HOU,0.5,2020,Week 14
0.69,48.3%,0.4%,ATL (L),LAC,0.0,2020,Week 14
0.66,45.6%,0.0%,PIT (L),BUF,3.5,2020,Week 14
0.63,43.9%,0.1%,LV (L),IND,2.0,2020,Week 14
0.62,42.1%,0.1%,WAS (W),SF,0.0,2020,Week 14
0.60,40.8%,0.1%,NYG (L),ARI,0.0,2020,Week 14
0.59,40.0%,0.2%,CIN (L),DAL,0.0,2020,Week 14
0.56,38.6%,0.1%,CLE (L),BAL,2.0,2020,Week 14
0.52,34.9%,0.1%,DEN (W),CAR,0.0,2020,Week 14
0.48,24.0%,0.0%,JAX (L),TEN,0.0,2020,Week 14
0.46,31.8%,0.1%,NE (L),LAR,2.0,2020,Week 14
0.40,26.3%,0.0%,MIN (L),TB,1.0,2020,Week 14
0.40,25.2%,0.0%,PHI (W),NO,0.5,2020,Week 14
0.39,11.5%,0.0%,NYJ (L),SEA,0.0,2020,Week 14
0.38,25.3%,0.0%,MIA (L),KC,0.5,2020,Week 14
0.36,24.1%,0.0%,DET (L),GB,0.0,2020,Week 14
1.14,91.4%,24.3%,LAR (L),NYJ,1.0,2020,Week 15
1.13,88.2%,6.8%,PIT (L),CIN,0.0,2020,Week 15
1.07,85.5%,17.1%,BAL (W),JAX,5.0,2020,Week 15
1.00,77.3%,2.5%,GB (W),CAR,2.5,2020,Week 15
0.98,75.9%,3.3%,IND (W),HOU,3.0,2020,Week 15
0.93,76.8%,19.5%,TEN (W),DET,0.5,2020,Week 15
0.91,71.1%,3.0%,TB (W),ATL,4.0,2020,Week 15
0.90,69.7%,1.4%,SEA (W),WAS,1.0,2020,Week 15
0.89,70.3%,5.0%,CLE (W),NYG,2.0,2020,Week 15
0.89,69.0%,2.2%,BUF (W),DEN,3.0,2020,Week 15
0.88,70.0%,9.0%,ARI (W),PHI,1.5,2020,Week 15
0.83,64.4%,1.7%,SF (L),DAL,0.0,2020,Week 15
0.80,61.8%,1.5%,LV (L),LAC,0.5,2020,Week 15
0.76,58.3%,0.7%,MIN (L),CHI,0.5,2020,Week 15
0.74,56.6%,0.2%,KC (W),NO,5.0,2020,Week 15
0.68,52.6%,0.4%,NE (L),MIA,2.5,2020,Week 15
0.62,47.4%,0.2%,MIA (W),NE,0.5,2020,Week 15
0.57,43.4%,0.0%,NO (L),KC,3.0,2020,Week 15
0.54,41.7%,0.2%,CHI (W),MIN,2.0,2020,Week 15
0.50,38.2%,0.1%,LAC (W),LV,1.0,2020,Week 15
0.47,35.6%,0.1%,DAL (W),SF,0.0,2020,Week 15
0.43,30.0%,0.1%,PHI (L),ARI,1.0,2020,Week 15
0.41,31.0%,0.1%,DEN (L),BUF,0.0,2020,Week 15
0.41,29.7%,0.1%,NYG (L),CLE,0.5,2020,Week 15
0.40,30.3%,0.0%,WAS (L),SEA,0.5,2020,Week 15
0.39,28.9%,0.1%,ATL (L),TB,0.0,2020,Week 15
0.37,23.2%,0.0%,DET (L),TEN,0.0,2020,Week 15
0.32,24.1%,0.1%,HOU (L),IND,2.0,2020,Week 15
0.30,22.7%,0.0%,CAR (L),GB,0.0,2020,Week 15
0.23,14.5%,0.0%,JAX (L),BAL,0.0,2020,Week 15
0.17,11.8%,0.1%,CIN (W),PIT,0.0,2020,Week 15
0.16,8.6%,0.0%,NYJ (W),LAR,0.0,2020,Week 15
1.20,83.3%,7.5%,TB (W),DET,3.0,2020,Week 16
1.16,81.3%,8.3%,KC (W),ATL,0.0,2020,Week 16
1.12,77.6%,4.6%,BAL (W),NYG,4.5,2020,Week 16
1.10,74.8%,0.8%,BUF (W),NE,2.0,2020,Week 16
1.06,72.9%,3.0%,NO (W),MIN,3.0,2020,Week 16
1.04,71.4%,3.2%,ARI (L),SF,0.0,2020,Week 16
1.03,74.0%,10.7%,HOU (L),CIN,0.0,2020,Week 16
0.96,77.9%,36.4%,CHI (W),JAX,0.0,2020,Week 16
0.96,72.5%,19.8%,CLE (L),NYJ,4.0,2020,Week 16
0.89,60.8%,0.6%,PHI (L),DAL,0.0,2020,Week 16
0.89,60.7%,0.1%,GB (W),TEN,2.5,2020,Week 16
0.82,55.6%,0.1%,MIA (W),LV,0.0,2020,Week 16
0.79,53.4%,0.1%,SEA (W),LAR,2.5,2020,Week 16
0.78,53.1%,0.6%,LAC (W),DEN,2.0,2020,Week 16
0.76,51.3%,0.9%,CAR (W),WAS,0.0,2020,Week 16
0.75,50.7%,0.1%,IND (L),PIT,5.0,2020,Week 16
0.73,49.3%,0.2%,PIT (W),IND,0.0,2020,Week 16
0.72,48.7%,0.9%,WAS (L),CAR,0.5,2020,Week 16
0.69,46.9%,0.2%,DEN (L),LAC,0.0,2020,Week 16
0.69,46.6%,0.0%,LAR (L),SEA,1.5,2020,Week 16
0.65,44.4%,1.0%,LV (L),MIA,0.5,2020,Week 16
0.58,39.3%,0.0%,TEN (L),GB,3.0,2020,Week 16
0.58,39.2%,0.2%,DAL (W),PHI,1.0,2020,Week 16
0.52,27.5%,0.1%,NYJ (W),CLE,0.0,2020,Week 16
0.52,22.1%,0.2%,JAX (L),CHI,0.0,2020,Week 16
0.44,26.0%,0.1%,CIN (W),HOU,0.0,2020,Week 16
0.44,28.6%,0.1%,SF (W),ARI,0.0,2020,Week 16
0.42,27.1%,0.1%,MIN (L),NO,3.0,2020,Week 16
0.38,25.2%,0.1%,NE (L),BUF,1.5,2020,Week 16
0.35,22.4%,0.0%,NYG (L),BAL,0.0,2020,Week 16
0.31,18.7%,0.0%,ATL (L),KC,0.0,2020,Week 16
0.28,16.7%,0.0%,DET (L),TB,0.0,2020,Week 16
1.29,90.0%,13.9%,IND (W),JAX,0.0,2020,Week 17
1.25,87.0%,9.1%,BAL (W),CIN,0.0,2020,Week 17
1.12,79.0%,10.5%,CLE (W),PIT,0.0,2020,Week 17
1.10,75.2%,1.5%,SEA (W),SF,0.0,2020,Week 17
1.06,72.2%,0.7%,LAC (W),KC,0.0,2020,Week 17
1.05,73.9%,6.9%,TB (W),ATL,0.0,2020,Week 17
1.04,73.3%,7.3%,TEN (W),HOU,0.0,2020,Week 17
1.03,72.2%,7.7%,WAS (W),PHI,0.0,2020,Week 17
0.98,70.0%,8.5%,NO (W),CAR,0.0,2020,Week 17
0.96,66.0%,1.1%,GB (W),CHI,0.0,2020,Week 17
0.93,62.8%,0.1%,MIA (L),BUF,0.0,2020,Week 17
0.86,61.5%,7.2%,MIN (W),DET,0.0,2020,Week 17
0.83,57.6%,2.4%,LV (W),DEN,0.0,2020,Week 17
0.82,59.2%,10.1%,NE (W),NYJ,0.0,2020,Week 17
0.79,53.3%,0.2%,LAR (W),ARI,0.0,2020,Week 17
0.78,54.4%,3.7%,DAL (L),NYG,0.0,2020,Week 17
0.68,45.6%,1.0%,NYG (W),DAL,0.0,2020,Week 17
0.68,46.7%,1.1%,ARI (L),LAR,0.0,2020,Week 17
0.65,40.8%,0.5%,NYJ (L),NE,0.0,2020,Week 17
0.63,42.4%,0.5%,DEN (L),LV,0.0,2020,Week 17
0.60,38.5%,0.3%,DET (L),MIN,0.0,2020,Week 17
0.54,37.2%,1.5%,BUF (W),MIA,0.0,2020,Week 17
0.50,34.0%,0.2%,CHI (L),GB,0.0,2020,Week 17
0.48,30.0%,0.1%,CAR (L),NO,0.0,2020,Week 17
0.43,27.8%,2.2%,PHI (L),WAS,0.0,2020,Week 17
0.42,26.7%,0.1%,HOU (L),TEN,0.0,2020,Week 17
0.41,26.1%,0.1%,ATL (L),TB,0.0,2020,Week 17
0.41,27.8%,1.1%,KC (L),LAC,0.0,2020,Week 17
0.37,24.8%,0.1%,SF (L),SEA,0.0,2020,Week 17
0.35,21.0%,0.3%,PIT (L),CLE,0.0,2020,Week 17
0.22,13.0%,0.1%,CIN (L),BAL,0.0,2020,Week 17
0.18,10.0%,0.2%,JAX (L),IND,0.0,2020,Week 17
1.15,78.8%,10.6%,TB (W),DAL,4.5,2021,Week 1
1.06,71.3%,4.2%,BUF (L),PIT,4.0,2021,Week 1
1.04,76.4%,21.8%,LAR (W),CHI,2.5,2021,Week 1
1.04,78.2%,27.6%,SF (W),DET,3.0,2021,Week 1
1.01,67.8%,4.5%,KC (W),CLE,5.0,2021,Week 1
0.94,62.2%,1.4%,ATL (L),PHI,0.5,2021,Week 1
0.94,62.8%,2.6%,GB (L),NO,2.0,2021,Week 1
0.94,62.2%,1.8%,BAL (L),LV,3.0,2021,Week 1
0.93,61.8%,1.0%,NE (L),MIA,1.5,2021,Week 1
0.92,61.5%,3.6%,JAX (L),HOU,0.5,2021,Week 1
0.89,59.5%,2.1%,SEA (W),IND,2.0,2021,Week 1
0.89,62.4%,10.0%,CAR (W),NYJ,0.5,2021,Week 1
0.87,58.1%,2.7%,MIN (L),CIN,1.0,2021,Week 1
0.86,57.0%,1.5%,DEN (W),NYG,2.0,2021,Week 1
0.86,57.0%,1.4%,TEN (L),ARI,2.0,2021,Week 1
0.84,54.8%,0.4%,WAS (L),LAC,0.5,2021,Week 1
0.69,45.2%,0.7%,LAC (W),WAS,1.5,2021,Week 1
0.66,43.0%,0.1%,ARI (W),TEN,1.5,2021,Week 1
0.66,43.0%,0.3%,NYG (L),DEN,0.5,2021,Week 1
0.65,41.9%,0.1%,CIN (W),MIN,0.0,2021,Week 1
0.64,37.6%,0.1%,NYJ (L),CAR,0.0,2021,Week 1
0.63,40.5%,0.0%,IND (L),SEA,2.5,2021,Week 1
0.61,38.5%,0.3%,HOU (W),JAX,0.0,2021,Week 1
0.59,38.2%,0.2%,MIA (W),NE,2.0,2021,Week 1
0.58,37.8%,0.2%,LV (W),BAL,0.5,2021,Week 1
0.58,37.2%,0.0%,NO (W),GB,1.5,2021,Week 1
0.58,37.8%,0.3%,PHI (W),ATL,0.0,2021,Week 1
0.52,32.2%,0.0%,CLE (L),KC,3.0,2021,Week 1
0.48,21.8%,0.1%,DET (L),SF,0.0,2021,Week 1
0.48,23.6%,0.0%,CHI (L),LAR,0.5,2021,Week 1
0.46,28.7%,0.1%,PIT (W),BUF,1.5,2021,Week 1
0.37,21.2%,0.1%,DAL (L),TB,2.0,2021,Week 1
1.09,85.4%,19.7%,TB (W),ATL,4.5,2021,Week 2
1.04,85.5%,33.3%,CLE (W),HOU,2.5,2021,Week 2
1.03,80.7%,16.1%,GB (W),DET,2.0,2021,Week 2
0.96,71.7%,3.2%,SEA (L),TEN,2.5,2021,Week 2
0.91,69.8%,6.9%,DEN (W),JAX,2.0,2021,Week 2
0.91,68.1%,2.4%,PIT (L),LV,1.5,2021,Week 2
0.90,68.5%,6.9%,NE (W),NYJ,1.5,2021,Week 2
0.87,65.2%,1.9%,LAR (W),IND,3.0,2021,Week 2
0.87,64.7%,1.6%,WAS (W),NYG,0.0,2021,Week 2
0.85,63.2%,1.4%,BUF (W),MIA,4.0,2021,Week 2
0.85,63.5%,2.7%,ARI (W),MIN,2.0,2021,Week 2
0.84,62.2%,0.6%,KC (L),BAL,5.0,2021,Week 2
0.81,59.9%,0.3%,LAC (L),DAL,2.0,2021,Week 2
0.78,57.6%,1.0%,NO (L),CAR,2.0,2021,Week 2
0.77,57.2%,0.4%,SF (W),PHI,3.0,2021,Week 2
0.73,53.6%,0.4%,CHI (W),CIN,0.5,2021,Week 2
0.63,46.4%,0.4%,CIN (L),CHI,0.5,2021,Week 2
0.58,42.8%,0.1%,PHI (L),SF,0.5,2021,Week 2
0.58,42.4%,0.0%,CAR (W),NO,1.0,2021,Week 2
0.54,40.1%,0.3%,DAL (W),LAC,2.0,2021,Week 2
0.51,37.8%,0.0%,BAL (W),KC,3.0,2021,Week 2
0.51,36.5%,0.0%,MIN (L),ARI,1.0,2021,Week 2
0.51,36.8%,0.0%,MIA (L),BUF,2.5,2021,Week 2
0.48,35.3%,0.2%,NYG (L),WAS,0.5,2021,Week 2
0.48,34.8%,0.0%,IND (L),LAR,2.5,2021,Week 2
0.46,31.5%,0.0%,NYJ (L),NE,0.0,2021,Week 2
0.44,31.9%,0.0%,LV (W),PIT,1.0,2021,Week 2
0.44,30.2%,0.0%,JAX (L),DEN,0.0,2021,Week 2
0.40,28.3%,0.0%,TEN (W),SEA,2.0,2021,Week 2
0.32,19.3%,0.0%,DET (L),GB,0.0,2021,Week 2
0.31,14.5%,0.1%,HOU (L),CLE,0.0,2021,Week 2
0.26,14.6%,0.0%,ATL (L),TB,1.0,2021,Week 2
1.07,76.5%,3.2%,CLE (W),CHI,2.5,2021,Week 3
1.03,76.0%,10.0%,BAL (W),DET,2.5,2021,Week 3
1.03,77.3%,14.9%,CAR (W),HOU,0.5,2021,Week 3
1.02,76.3%,14.5%,ARI (W),JAX,2.0,2021,Week 3
1.01,82.4%,36.8%,DEN (W),NYJ,2.0,2021,Week 3
1.01,71.4%,1.6%,KC (L),LAC,4.5,2021,Week 3
1.00,73.8%,9.3%,BUF (W),WAS,4.0,2021,Week 3
0.92,65.3%,1.8%,TEN (W),IND,2.5,2021,Week 3
0.90,63.2%,0.6%,DAL (W),PHI,1.5,2021,Week 3
0.88,62.2%,0.1%,SF (L),GB,3.0,2021,Week 3
0.86,62.3%,4.7%,LV (W),MIA,1.0,2021,Week 3
0.83,58.1%,0.1%,NE (L),NO,1.5,2021,Week 3
0.81,57.4%,0.9%,NYG (L),ATL,0.0,2021,Week 3
0.81,57.0%,0.5%,PIT (L),CIN,1.0,2021,Week 3
0.74,52.4%,0.2%,SEA (L),MIN,2.5,2021,Week 3
0.71,50.2%,0.1%,TB (L),LAR,5.0,2021,Week 3
0.71,49.8%,0.1%,LAR (W),TB,3.0,2021,Week 3
0.68,47.6%,0.0%,MIN (W),SEA,1.0,2021,Week 3
0.61,43.0%,0.0%,CIN (W),PIT,0.5,2021,Week 3
0.61,42.6%,0.1%,ATL (W),NYG,0.5,2021,Week 3
0.60,41.9%,0.0%,NO (W),NE,2.0,2021,Week 3
0.56,37.7%,0.0%,MIA (L),LV,2.0,2021,Week 3
0.54,37.8%,0.0%,GB (W),SF,2.0,2021,Week 3
0.53,36.8%,0.0%,PHI (L),DAL,0.5,2021,Week 3
0.50,34.7%,0.0%,IND (L),TEN,2.5,2021,Week 3
0.42,26.2%,0.0%,WAS (L),BUF,0.5,2021,Week 3
0.41,28.6%,0.0%,LAC (W),KC,1.5,2021,Week 3
0.41,17.6%,0.0%,NYJ (L),DEN,0.0,2021,Week 3
0.41,23.7%,0.0%,JAX (L),ARI,0.0,2021,Week 3
0.39,22.7%,0.0%,HOU (L),CAR,0.0,2021,Week 3
0.39,24.0%,0.0%,DET (L),BAL,0.0,2021,Week 3
0.35,23.5%,0.0%,CHI (L),CLE,0.5,2021,Week 3
1.14,91.2%,38.0%,BUF (W),HOU,4.0,2021,Week 4
1.01,74.8%,4.6%,KC (W),PHI,3.5,2021,Week 4
0.97,75.2%,12.5%,NO (L),NYG,2.0,2021,Week 4
0.95,70.0%,2.5%,TB (W),NE,5.0,2021,Week 4
0.94,69.0%,2.5%,GB (W),PIT,2.5,2021,Week 4
0.93,74.5%,18.7%,CIN (W),JAX,0.5,2021,Week 4
0.89,65.5%,1.1%,DAL (W),CAR,2.0,2021,Week 4
0.89,64.6%,0.2%,LAR (L),ARI,3.5,2021,Week 4
0.84,68.2%,17.8%,TEN (L),NYJ,2.5,2021,Week 4
0.84,61.3%,0.2%,LAC (W),LV,2.0,2021,Week 4
0.80,58.1%,0.3%,CHI (W),DET,0.5,2021,Week 4
0.79,57.8%,0.3%,MIA (L),IND,2.0,2021,Week 4
0.76,55.5%,0.0%,SF (L),SEA,3.0,2021,Week 4
0.75,54.8%,0.3%,WAS (W),ATL,0.5,2021,Week 4
0.72,52.6%,0.0%,DEN (L),BAL,2.0,2021,Week 4
0.70,51.2%,0.2%,CLE (W),MIN,2.5,2021,Week 4
0.67,48.8%,0.0%,MIN (L),CLE,1.5,2021,Week 4
0.65,47.4%,0.1%,BAL (W),DEN,2.5,2021,Week 4
0.62,45.2%,0.1%,ATL (L),WAS,0.5,2021,Week 4
0.61,44.5%,0.0%,SEA (W),SF,2.5,2021,Week 4
0.58,42.2%,0.1%,IND (W),MIA,2.0,2021,Week 4
0.58,41.9%,0.3%,DET (L),CHI,0.0,2021,Week 4
0.53,38.7%,0.0%,LV (L),LAC,1.5,2021,Week 4
0.53,31.8%,0.0%,NYJ (W),TEN,0.0,2021,Week 4
0.49,35.4%,0.0%,ARI (W),LAR,2.5,2021,Week 4
0.48,34.5%,0.0%,CAR (L),DAL,1.0,2021,Week 4
0.44,25.5%,0.0%,JAX (L),CIN,0.0,2021,Week 4
0.44,31.0%,0.0%,PIT (L),GB,0.5,2021,Week 4
0.43,30.0%,0.0%,NE (L),TB,1.5,2021,Week 4
0.40,24.8%,0.0%,NYG (W),NO,0.0,2021,Week 4
0.37,25.2%,0.0%,PHI (L),KC,1.0,2021,Week 4
0.23,8.8%,0.0%,HOU (L),BUF,0.0,2021,Week 4
1.08,81.8%,21.2%,TB (W),MIA,5.0,2021,Week 5
1.04,75.0%,7.8%,BAL (W),IND,2.5,2021,Week 5
1.02,78.3%,22.6%,MIN (W),DET,1.0,2021,Week 5
0.99,75.2%,18.6%,NE (W),HOU,1.0,2021,Week 5
0.97,73.7%,17.3%,DAL (W),NYG,2.0,2021,Week 5
0.96,67.6%,1.2%,ARI (W),SF,3.0,2021,Week 5
0.96,68.0%,3.2%,LV (L),CHI,1.0,2021,Week 5
0.91,64.9%,3.4%,TEN (W),JAX,2.0,2021,Week 5
0.83,57.6%,0.1%,KC (L),BUF,4.0,2021,Week 5
0.82,57.8%,1.1%,ATL (W),(n),0.5,2021,Week 5
0.81,56.6%,0.7%,CAR (L),PHI,1.0,2021,Week 5
0.80,55.7%,0.3%,LAR (W),SEA,4.0,2021,Week 5
0.79,55.5%,1.1%,GB (W),CIN,2.5,2021,Week 5
0.79,54.9%,0.2%,LAC (W),CLE,2.5,2021,Week 5
0.78,54.8%,0.2%,NO (W),WAS,2.0,2021,Week 5
0.77,53.8%,0.1%,DEN (L),PIT,2.0,2021,Week 5
0.66,46.2%,0.4%,PIT (W),DEN,1.0,2021,Week 5
0.65,45.2%,0.0%,WAS (L),NO,0.5,2021,Week 5
0.65,45.1%,0.0%,CLE (L),LAC,2.5,2021,Week 5
0.65,44.5%,0.0%,CIN (L),GB,0.5,2021,Week 5
0.64,44.3%,0.1%,SEA (L),LAR,2.5,2021,Week 5
0.63,43.4%,0.0%,PHI (W),CAR,0.5,2021,Week 5
0.61,42.2%,0.2%,NYJ (L),(n),0.0,2021,Week 5
0.61,42.4%,0.0%,BUF (W),KC,5.0,2021,Week 5
0.52,35.1%,0.0%,JAX (L),TEN,0.0,2021,Week 5
0.48,32.0%,0.0%,CHI (W),LV,0.5,2021,Week 5
0.47,32.4%,0.0%,SF (L),ARI,2.5,2021,Week 5
0.46,26.3%,0.0%,NYG (L),DAL,0.0,2021,Week 5
0.45,24.8%,0.0%,HOU (L),NE,0.0,2021,Week 5
0.42,21.7%,0.0%,DET (L),MIN,0.0,2021,Week 5
0.40,25.0%,0.0%,IND (L),BAL,2.0,2021,Week 5
0.35,18.2%,0.0%,MIA (L),TB,2.0,2021,Week 5
1.10,71.7%,3.1%,TB (W),PHI,4.5,2021,Week 6
1.07,69.0%,1.0%,BUF (L),TEN,5.0,2021,Week 6
1.05,81.1%,35.4%,IND (W),HOU,1.5,2021,Week 6
1.03,67.6%,3.7%,GB (W),CHI,2.5,2021,Week 6
1.03,65.7%,0.5%,DEN (L),LV,1.5,2021,Week 6
1.00,70.4%,13.2%,KC (W),WAS,3.5,2021,Week 6
0.99,66.0%,5.1%,PIT (W),SEA,1.0,2021,Week 6
0.98,63.9%,2.2%,CIN (W),DET,0.5,2021,Week 6
0.98,63.8%,2.3%,DAL (W),NE,2.0,2021,Week 6
0.95,74.8%,31.3%,LAR (W),NYG,3.5,2021,Week 6
0.94,59.9%,0.1%,BAL (W),LAC,2.5,2021,Week 6
0.91,57.9%,0.1%,CLE (L),ARI,2.0,2021,Week 6
0.88,55.8%,0.1%,MIN (W),CAR,1.0,2021,Week 6
0.83,53.4%,0.8%,MIA (L),(n),1.5,2021,Week 6
0.74,46.6%,0.2%,JAX (W),(n),0.0,2021,Week 6
0.69,44.2%,0.3%,CAR (L),MIN,0.5,2021,Week 6
0.66,42.1%,0.1%,ARI (W),CLE,3.0,2021,Week 6
0.63,40.1%,0.0%,LAC (L),BAL,2.5,2021,Week 6
0.61,25.2%,0.0%,NYG (L),LAR,0.0,2021,Week 6
0.59,36.2%,0.0%,NE (L),DAL,1.0,2021,Week 6
0.58,36.1%,0.1%,DET (L),CIN,0.0,2021,Week 6
0.58,34.0%,0.0%,SEA (L),PIT,2.0,2021,Week 6
0.57,29.6%,0.0%,WAS (L),KC,0.0,2021,Week 6
0.54,34.3%,0.0%,LV (W),DEN,0.5,2021,Week 6
0.54,32.4%,0.0%,CHI (L),GB,0.5,2021,Week 6
0.52,18.9%,0.0%,HOU (L),IND,0.0,2021,Week 6
0.49,31.0%,0.0%,TEN (W),BUF,2.0,2021,Week 6
0.47,28.3%,0.0%,PHI (L),TB,0.5,2021,Week 6
1.12,89.9%,11.6%,LAR (W),DET,3.0,2021,Week 7
1.07,92.0%,45.4%,ARI (W),HOU,2.5,2021,Week 7
1.06,83.8%,3.9%,TB (W),CHI,4.5,2021,Week 7
0.92,77.8%,19.1%,GB (W),WAS,2.0,2021,Week 7
0.90,71.0%,1.2%,BAL (L),CIN,2.5,2021,Week 7
0.89,74.1%,14.0%,NE (W),NYJ,0.5,2021,Week 7
0.86,67.7%,0.6%,NO (W),SEA,2.0,2021,Week 7
0.83,64.8%,0.2%,KC (L),TEN,3.5,2021,Week 7
0.78,61.6%,0.3%,SF (L),IND,1.5,2021,Week 7
0.74,58.3%,1.3%,CAR (L),NYG,0.5,2021,Week 7
0.68,53.5%,0.6%,ATL (W),MIA,0.5,2021,Week 7
0.68,53.2%,0.3%,CLE (W),DEN,1.5,2021,Week 7
0.65,51.5%,0.8%,LV (W),PHI,0.5,2021,Week 7
0.62,48.5%,0.0%,PHI (L),LV,1.0,2021,Week 7
0.60,46.8%,0.4%,DEN (L),CLE,1.0,2021,Week 7
0.60,46.5%,0.1%,MIA (L),ATL,1.0,2021,Week 7
0.54,41.7%,0.0%,NYG (W),CAR,0.0,2021,Week 7
0.49,38.4%,0.0%,IND (W),SF,1.5,2021,Week 7
0.45,35.2%,0.0%,TEN (W),KC,2.0,2021,Week 7
0.41,32.3%,0.0%,SEA (L),NO,1.5,2021,Week 7
0.39,25.9%,0.0%,NYJ (L),NE,0.0,2021,Week 7
0.37,29.0%,0.0%,CIN (W),BAL,0.5,2021,Week 7
0.36,22.2%,0.0%,WAS (L),GB,0.5,2021,Week 7
0.22,16.2%,0.0%,CHI (L),TB,0.5,2021,Week 7
0.21,8.0%,0.0%,HOU (L),ARI,0.0,2021,Week 7
0.15,10.1%,0.0%,DET (L),LAR,0.0,2021,Week 7
1.21,89.9%,10.2%,LAR (W),HOU,2.5,2021,Week 8
1.17,88.0%,15.3%,BUF (W),MIA,5.0,2021,Week 8
1.03,81.0%,19.4%,KC (W),NYG,2.0,2021,Week 8
0.98,71.3%,0.4%,ARI (L),GB,2.5,2021,Week 8
0.93,67.4%,0.2%,CLE (L),PIT,1.5,2021,Week 8
0.92,81.4%,45.8%,CIN (L),NYJ,0.5,2021,Week 8
0.90,65.3%,0.6%,SF (W),CHI,1.5,2021,Week 8
0.90,64.7%,0.1%,MIN (L),DAL,1.5,2021,Week 8
0.89,64.2%,0.3%,DEN (W),WAS,1.0,2021,Week 8
0.87,63.4%,0.3%,TB (L),NO,4.5,2021,Week 8
0.87,64.1%,2.5%,SEA (W),JAX,1.5,2021,Week 8
0.86,63.1%,2.0%,LAC (L),NE,2.0,2021,Week 8
0.85,61.6%,0.9%,PHI (W),DET,0.5,2021,Week 8
0.85,60.9%,0.0%,IND (L),TEN,2.0,2021,Week 8
0.77,55.7%,0.6%,ATL (L),CAR,0.5,2021,Week 8
0.62,44.3%,0.1%,CAR (W),ATL,0.5,2021,Week 8
0.54,39.1%,0.5%,TEN (W),IND,2.5,2021,Week 8
0.53,38.4%,0.2%,DET (L),PHI,0.0,2021,Week 8
0.52,36.9%,0.0%,NE (W),LAC,1.0,2021,Week 8
0.51,35.9%,0.0%,JAX (L),SEA,0.5,2021,Week 8
0.51,36.6%,0.0%,NO (W),TB,2.5,2021,Week 8
0.50,35.8%,0.0%,WAS (L),DEN,0.0,2021,Week 8
