EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date,Team Division,Opponent Division,Divisional Matchup?,Away Team
0.58,0.37799999999999995,0.003,PHI,ATL,0.0,2021,1,NFC East,NFC South,0,1
0.52,0.322,0.0,CLE,KC,3.0,2021,1,AFC North,AFC West,0,1
0.48,0.218,0.001,DET,SF,0.0,2021,1,NFC North,NFC West,0,0
0.48,0.23600000000000002,0.0,CHI,LAR,0.5,2021,1,NFC North,NFC West,0,1
0.46,0.287,0.001,PIT,BUF,1.5,2021,1,AFC North,AFC East,0,1
0.37,0.212,0.001,DAL,TB,2.0,2021,1,NFC East,NFC South,0,1
1.09,0.8540000000000001,0.19699999999999998,TB,ATL,4.5,2021,2,NFC South,NFC South,1,0
1.04,0.855,0.33299999999999996,CLE,HOU,2.5,2021,2,AFC North,AFC South,0,0
1.03,0.807,0.161,GB,DET,2.0,2021,2,NFC North,NFC North,1,0
0.96,0.7170000000000001,0.032,SEA,TEN,2.5,2021,2,NFC West,AFC South,0,0
0.91,0.698,0.069,DEN,JAX,2.0,2021,2,AFC West,AFC South,0,1
0.91,0.6809999999999999,0.024,PIT,LV,1.5,2021,2,AFC North,AFC West,0,0
0.9,0.685,0.069,NE,NYJ,1.5,2021,2,AFC East,AFC East,1,1
0.87,0.652,0.019,LAR,IND,3.0,2021,2,NFC West,AFC South,0,1
0.87,0.647,0.016,WAS,NYG,0.0,2021,2,NFC East,NFC East,1,0
0.85,0.632,0.013999999999999999,BUF,MIA,4.0,2021,2,AFC East,AFC East,1,1
0.85,0.635,0.027000000000000003,ARI,MIN,2.0,2021,2,NFC West,NFC North,0,0
0.84,0.622,0.006,KC,BAL,5.0,2021,2,AFC West,AFC North,0,1
0.81,0.599,0.003,LAC,DAL,2.0,2021,2,AFC West,NFC East,0,0
0.78,0.5760000000000001,0.01,NO,CAR,2.0,2021,2,NFC South,NFC South,1,1
0.77,0.5720000000000001,0.004,SF,PHI,3.0,2021,2,NFC West,NFC East,0,1
0.73,0.536,0.004,CHI,CIN,0.5,2021,2,NFC North,AFC North,0,0
0.63,0.46399999999999997,0.004,CIN,CHI,0.5,2021,2,AFC North,NFC North,0,1
0.58,0.428,0.001,PHI,SF,0.5,2021,2,NFC East,NFC West,0,0
0.58,0.424,0.0,CAR,NO,1.0,2021,2,NFC South,NFC South,1,0
0.54,0.401,0.003,DAL,LAC,2.0,2021,2,NFC East,AFC West,0,1
0.51,0.37799999999999995,0.0,BAL,KC,3.0,2021,2,AFC North,AFC West,0,0
0.51,0.365,0.0,MIN,ARI,1.0,2021,2,NFC North,NFC West,0,1
0.51,0.368,0.0,MIA,BUF,2.5,2021,2,AFC East,AFC East,1,0
0.48,0.353,0.002,NYG,WAS,0.5,2021,2,NFC East,NFC East,1,1
0.48,0.348,0.0,IND,LAR,2.5,2021,2,AFC South,NFC West,0,0
0.46,0.315,0.0,NYJ,NE,0.0,2021,2,AFC East,AFC East,1,0
0.44,0.319,0.0,LV,PIT,1.0,2021,2,AFC West,AFC North,0,1
0.44,0.302,0.0,JAX,DEN,0.0,2021,2,AFC South,AFC West,0,0
0.4,0.28300000000000003,0.0,TEN,SEA,2.0,2021,2,AFC South,NFC West,0,1
0.32,0.193,0.0,DET,GB,0.0,2021,2,NFC North,NFC North,1,1
0.31,0.145,0.001,HOU,CLE,0.0,2021,2,AFC South,AFC North,0,1
0.26,0.146,0.0,ATL,TB,1.0,2021,2,NFC South,NFC South,1,1
1.07,0.765,0.032,CLE,CHI,2.5,2021,3,AFC North,NFC North,0,0
1.03,0.76,0.1,BAL,DET,2.5,2021,3,AFC North,NFC North,0,1
1.03,0.773,0.149,CAR,HOU,0.5,2021,3,NFC South,AFC South,0,1
1.02,0.763,0.145,ARI,JAX,2.0,2021,3,NFC West,AFC South,0,1
1.01,0.8240000000000001,0.368,DEN,NYJ,2.0,2021,3,AFC West,AFC East,0,0
1.01,0.7140000000000001,0.016,KC,LAC,4.5,2021,3,AFC West,AFC West,1,0
1.0,0.738,0.09300000000000001,BUF,WAS,4.0,2021,3,AFC East,NFC East,0,0
0.92,0.653,0.018000000000000002,TEN,IND,2.5,2021,3,AFC South,AFC South,1,0
0.9,0.632,0.006,DAL,PHI,1.5,2021,3,NFC East,NFC East,1,0
0.88,0.622,0.001,SF,GB,3.0,2021,3,NFC West,NFC North,0,0
0.86,0.623,0.047,LV,MIA,1.0,2021,3,AFC West,AFC East,0,0
0.83,0.581,0.001,NE,NO,1.5,2021,3,AFC East,NFC South,0,0
0.81,0.574,0.009000000000000001,NYG,ATL,0.0,2021,3,NFC East,NFC South,0,0
0.81,0.57,0.005,PIT,CIN,1.0,2021,3,AFC North,AFC North,1,0
0.74,0.524,0.002,SEA,MIN,2.5,2021,3,NFC West,NFC North,0,1
0.71,0.502,0.001,TB,LAR,5.0,2021,3,NFC South,NFC West,0,1
0.71,0.498,0.001,LAR,TB,3.0,2021,3,NFC West,NFC South,0,0
0.68,0.47600000000000003,0.0,MIN,SEA,1.0,2021,3,NFC North,NFC West,0,0
0.61,0.43,0.0,CIN,PIT,0.5,2021,3,AFC North,AFC North,1,1
0.61,0.426,0.001,ATL,NYG,0.5,2021,3,NFC South,NFC East,0,1
0.6,0.419,0.0,NO,NE,2.0,2021,3,NFC South,AFC East,0,1
0.56,0.377,0.0,MIA,LV,2.0,2021,3,AFC East,AFC West,0,1
0.54,0.37799999999999995,0.0,GB,SF,2.0,2021,3,NFC North,NFC West,0,1
0.53,0.368,0.0,PHI,DAL,0.5,2021,3,NFC East,NFC East,1,1
0.5,0.34700000000000003,0.0,IND,TEN,2.5,2021,3,AFC South,AFC South,1,1
0.42,0.262,0.0,WAS,BUF,0.5,2021,3,NFC East,AFC East,0,1
0.41,0.28600000000000003,0.0,LAC,KC,1.5,2021,3,AFC West,AFC West,1,1
0.41,0.17600000000000002,0.0,NYJ,DEN,0.0,2021,3,AFC East,AFC West,0,1
0.41,0.237,0.0,JAX,ARI,0.0,2021,3,AFC South,NFC West,0,0
0.39,0.22699999999999998,0.0,HOU,CAR,0.0,2021,3,AFC South,NFC South,0,0
0.39,0.24,0.0,DET,BAL,0.0,2021,3,NFC North,AFC North,0,0
0.35,0.235,0.0,CHI,CLE,0.5,2021,3,NFC North,AFC North,0,1
1.14,0.912,0.38,BUF,HOU,4.0,2021,4,AFC East,AFC South,0,0
1.01,0.748,0.046,KC,PHI,3.5,2021,4,AFC West,NFC East,0,1
0.97,0.752,0.125,NO,NYG,2.0,2021,4,NFC South,NFC East,0,0
0.95,0.7,0.025,TB,NE,5.0,2021,4,NFC South,AFC East,0,1
0.94,0.69,0.025,GB,PIT,2.5,2021,4,NFC North,AFC North,0,0
0.93,0.745,0.187,CIN,JAX,0.5,2021,4,AFC North,AFC South,0,0
0.89,0.655,0.011000000000000001,DAL,CAR,2.0,2021,4,NFC East,NFC South,0,0
0.89,0.6459999999999999,0.002,LAR,ARI,3.5,2021,4,NFC West,NFC West,1,0
0.84,0.682,0.17800000000000002,TEN,NYJ,2.5,2021,4,AFC South,AFC East,0,1
0.84,0.613,0.002,LAC,LV,2.0,2021,4,AFC West,AFC West,1,0
0.8,0.581,0.003,CHI,DET,0.5,2021,4,NFC North,NFC North,1,0
0.79,0.578,0.003,MIA,IND,2.0,2021,4,AFC East,AFC South,0,0
0.76,0.555,0.0,SF,SEA,3.0,2021,4,NFC West,NFC West,1,0
0.75,0.5479999999999999,0.003,WAS,ATL,0.5,2021,4,NFC East,NFC South,0,1
0.72,0.526,0.0,DEN,BAL,2.0,2021,4,AFC West,AFC North,0,0
0.7,0.512,0.002,CLE,MIN,2.5,2021,4,AFC North,NFC North,0,1
0.67,0.488,0.0,MIN,CLE,1.5,2021,4,NFC North,AFC North,0,0
0.65,0.474,0.001,BAL,DEN,2.5,2021,4,AFC North,AFC West,0,1
0.62,0.452,0.001,ATL,WAS,0.5,2021,4,NFC South,NFC East,0,0
0.61,0.445,0.0,SEA,SF,2.5,2021,4,NFC West,NFC West,1,1
0.58,0.42200000000000004,0.001,IND,MIA,2.0,2021,4,AFC South,AFC East,0,1
0.58,0.419,0.003,DET,CHI,0.0,2021,4,NFC North,NFC North,1,1
0.53,0.387,0.0,LV,LAC,1.5,2021,4,AFC West,AFC West,1,1
0.53,0.318,0.0,NYJ,TEN,0.0,2021,4,AFC East,AFC South,0,0
0.49,0.354,0.0,ARI,LAR,2.5,2021,4,NFC West,NFC West,1,1
0.48,0.345,0.0,CAR,DAL,1.0,2021,4,NFC South,NFC East,0,1
0.44,0.255,0.0,JAX,CIN,0.0,2021,4,AFC South,AFC North,0,1
0.44,0.31,0.0,PIT,GB,0.5,2021,4,AFC North,NFC North,0,1
0.43,0.3,0.0,NE,TB,1.5,2021,4,AFC East,NFC South,0,0
0.4,0.248,0.0,NYG,NO,0.0,2021,4,NFC East,NFC South,0,1
0.37,0.252,0.0,PHI,KC,1.0,2021,4,NFC East,AFC West,0,0
0.23,0.08800000000000001,0.0,HOU,BUF,0.0,2021,4,AFC South,AFC East,0,1
1.08,0.818,0.212,TB,MIA,5.0,2021,5,NFC South,AFC East,0,0
1.04,0.75,0.078,BAL,IND,2.5,2021,5,AFC North,AFC South,0,0
1.02,0.7829999999999999,0.226,MIN,DET,1.0,2021,5,NFC North,NFC North,1,0
0.99,0.752,0.18600000000000003,NE,HOU,1.0,2021,5,AFC East,AFC South,0,1
0.97,0.737,0.17300000000000001,DAL,NYG,2.0,2021,5,NFC East,NFC East,1,0
0.96,0.6759999999999999,0.012,ARI,SF,3.0,2021,5,NFC West,NFC West,1,0
0.96,0.68,0.032,LV,CHI,1.0,2021,5,AFC West,NFC North,0,0
0.91,0.649,0.034,TEN,JAX,2.0,2021,5,AFC South,AFC South,1,1
0.83,0.5760000000000001,0.001,KC,BUF,4.0,2021,5,AFC West,AFC East,0,0
0.81,0.5660000000000001,0.006999999999999999,CAR,PHI,1.0,2021,5,NFC South,NFC East,0,0
0.8,0.557,0.003,LAR,SEA,4.0,2021,5,NFC West,NFC West,1,1
0.79,0.555,0.011000000000000001,GB,CIN,2.5,2021,5,NFC North,AFC North,0,1
0.79,0.5489999999999999,0.002,LAC,CLE,2.5,2021,5,AFC West,AFC North,0,0
0.78,0.5479999999999999,0.002,NO,WAS,2.0,2021,5,NFC South,NFC East,0,1
0.77,0.5379999999999999,0.001,DEN,PIT,2.0,2021,5,AFC West,AFC North,0,1
0.66,0.462,0.004,PIT,DEN,1.0,2021,5,AFC North,AFC West,0,0
0.65,0.452,0.0,WAS,NO,0.5,2021,5,NFC East,NFC South,0,0
0.65,0.451,0.0,CLE,LAC,2.5,2021,5,AFC North,AFC West,0,1
0.65,0.445,0.0,CIN,GB,0.5,2021,5,AFC North,NFC North,0,0
0.64,0.44299999999999995,0.001,SEA,LAR,2.5,2021,5,NFC West,NFC West,1,0
0.63,0.434,0.0,PHI,CAR,0.5,2021,5,NFC East,NFC South,0,1
0.61,0.424,0.0,BUF,KC,5.0,2021,5,AFC East,AFC West,0,1
0.52,0.35100000000000003,0.0,JAX,TEN,0.0,2021,5,AFC South,AFC South,1,0
0.48,0.32,0.0,CHI,LV,0.5,2021,5,NFC North,AFC West,0,1
0.47,0.324,0.0,SF,ARI,2.5,2021,5,NFC West,NFC West,1,1
0.46,0.263,0.0,NYG,DAL,0.0,2021,5,NFC East,NFC East,1,1
0.45,0.248,0.0,HOU,NE,0.0,2021,5,AFC South,AFC East,0,0
0.42,0.217,0.0,DET,MIN,0.0,2021,5,NFC North,NFC North,1,1
0.4,0.25,0.0,IND,BAL,2.0,2021,5,AFC South,AFC North,0,1
0.35,0.182,0.0,MIA,TB,2.0,2021,5,AFC East,NFC South,0,1
1.1,0.7170000000000001,0.031,TB,PHI,4.5,2021,6,NFC South,NFC East,0,1
1.07,0.69,0.01,BUF,TEN,5.0,2021,6,AFC East,AFC South,0,1
1.05,0.8109999999999999,0.354,IND,HOU,1.5,2021,6,AFC South,AFC South,1,0
1.03,0.6759999999999999,0.037000000000000005,GB,CHI,2.5,2021,6,NFC North,NFC North,1,1
1.03,0.657,0.005,DEN,LV,1.5,2021,6,AFC West,AFC West,1,0
1.0,0.7040000000000001,0.132,KC,WAS,3.5,2021,6,AFC West,NFC East,0,1
0.99,0.66,0.051,PIT,SEA,1.0,2021,6,AFC North,NFC West,0,0
0.98,0.639,0.022000000000000002,CIN,DET,0.5,2021,6,AFC North,NFC North,0,1
0.98,0.638,0.023,DAL,NE,2.0,2021,6,NFC East,AFC East,0,1
0.95,0.748,0.313,LAR,NYG,3.5,2021,6,NFC West,NFC East,0,1
0.94,0.599,0.001,BAL,LAC,2.5,2021,6,AFC North,AFC West,0,0
0.91,0.579,0.001,CLE,ARI,2.0,2021,6,AFC North,NFC West,0,0
0.88,0.5579999999999999,0.001,MIN,CAR,1.0,2021,6,NFC North,NFC South,0,1
0.69,0.442,0.003,CAR,MIN,0.5,2021,6,NFC South,NFC North,0,0
0.66,0.42100000000000004,0.001,ARI,CLE,3.0,2021,6,NFC West,AFC North,0,1
0.63,0.401,0.0,LAC,BAL,2.5,2021,6,AFC West,AFC North,0,1
0.61,0.252,0.0,NYG,LAR,0.0,2021,6,NFC East,NFC West,0,0
0.59,0.36200000000000004,0.0,NE,DAL,1.0,2021,6,AFC East,NFC East,0,0
0.58,0.361,0.001,DET,CIN,0.0,2021,6,NFC North,AFC North,0,0
0.58,0.34,0.0,SEA,PIT,2.0,2021,6,NFC West,AFC North,0,1
0.57,0.29600000000000004,0.0,WAS,KC,0.0,2021,6,NFC East,AFC West,0,0
0.54,0.34299999999999997,0.0,LV,DEN,0.5,2021,6,AFC West,AFC West,1,1
0.54,0.324,0.0,CHI,GB,0.5,2021,6,NFC North,NFC North,1,0
0.52,0.18899999999999997,0.0,HOU,IND,0.0,2021,6,AFC South,AFC South,1,1
0.49,0.31,0.0,TEN,BUF,2.0,2021,6,AFC South,AFC East,0,0
0.47,0.28300000000000003,0.0,PHI,TB,0.5,2021,6,NFC East,NFC South,0,0
1.12,0.899,0.11599999999999999,LAR,DET,3.0,2021,7,NFC West,NFC North,0,0
1.07,0.92,0.45399999999999996,ARI,HOU,2.5,2021,7,NFC West,AFC South,0,0
1.06,0.838,0.039,TB,CHI,4.5,2021,7,NFC South,NFC North,0,0
0.92,0.778,0.191,GB,WAS,2.0,2021,7,NFC North,NFC East,0,0
0.9,0.71,0.012,BAL,CIN,2.5,2021,7,AFC North,AFC North,1,0
0.89,0.741,0.14,NE,NYJ,0.5,2021,7,AFC East,AFC East,1,0
0.86,0.677,0.006,NO,SEA,2.0,2021,7,NFC South,NFC West,0,1
0.83,0.648,0.002,KC,TEN,3.5,2021,7,AFC West,AFC South,0,1
0.78,0.616,0.003,SF,IND,1.5,2021,7,NFC West,AFC South,0,0
0.74,0.583,0.013000000000000001,CAR,NYG,0.5,2021,7,NFC South,NFC East,0,1
0.68,0.535,0.006,ATL,MIA,0.5,2021,7,NFC South,AFC East,0,1
0.68,0.532,0.003,CLE,DEN,1.5,2021,7,AFC North,AFC West,0,0
0.65,0.515,0.008,LV,PHI,0.5,2021,7,AFC West,NFC East,0,0
0.62,0.485,0.0,PHI,LV,1.0,2021,7,NFC East,AFC West,0,1
0.6,0.46799999999999997,0.004,DEN,CLE,1.0,2021,7,AFC West,AFC North,0,1
0.6,0.465,0.001,MIA,ATL,1.0,2021,7,AFC East,NFC South,0,0
0.54,0.41700000000000004,0.0,NYG,CAR,0.0,2021,7,NFC East,NFC South,0,0
0.49,0.384,0.0,IND,SF,1.5,2021,7,AFC South,NFC West,0,1
0.45,0.35200000000000004,0.0,TEN,KC,2.0,2021,7,AFC South,AFC West,0,0
0.41,0.32299999999999995,0.0,SEA,NO,1.5,2021,7,NFC West,NFC South,0,0
0.39,0.259,0.0,NYJ,NE,0.0,2021,7,AFC East,AFC East,1,1
0.37,0.29,0.0,CIN,BAL,0.5,2021,7,AFC North,AFC North,1,1
0.36,0.222,0.0,WAS,GB,0.5,2021,7,NFC East,NFC North,0,1
0.22,0.162,0.0,CHI,TB,0.5,2021,7,NFC North,NFC South,0,1
0.21,0.08,0.0,HOU,ARI,0.0,2021,7,AFC South,NFC West,0,1
0.15,0.10099999999999999,0.0,DET,LAR,0.0,2021,7,NFC North,NFC West,0,1
1.21,0.899,0.102,LAR,HOU,2.5,2021,8,NFC West,AFC South,0,1
1.17,0.88,0.153,BUF,MIA,5.0,2021,8,AFC East,AFC East,1,0
1.03,0.81,0.19399999999999998,KC,NYG,2.0,2021,8,AFC West,NFC East,0,0
0.98,0.713,0.004,ARI,GB,2.5,2021,8,NFC West,NFC North,0,0
0.93,0.674,0.002,CLE,PIT,1.5,2021,8,AFC North,AFC North,1,0
0.92,0.8140000000000001,0.45799999999999996,CIN,NYJ,0.5,2021,8,AFC North,AFC East,0,1
0.9,0.653,0.006,SF,CHI,1.5,2021,8,NFC West,NFC North,0,1
0.9,0.647,0.001,MIN,DAL,1.5,2021,8,NFC North,NFC East,0,0
0.89,0.642,0.003,DEN,WAS,1.0,2021,8,AFC West,NFC East,0,0
0.87,0.634,0.003,TB,NO,4.5,2021,8,NFC South,NFC South,1,1
0.87,0.6409999999999999,0.025,SEA,JAX,1.5,2021,8,NFC West,AFC South,0,0
0.86,0.631,0.02,LAC,NE,2.0,2021,8,AFC West,AFC East,0,0
0.85,0.616,0.009000000000000001,PHI,DET,0.5,2021,8,NFC East,NFC North,0,1
0.85,0.609,0.0,IND,TEN,2.0,2021,8,AFC South,AFC South,1,0
0.77,0.557,0.006,ATL,CAR,0.5,2021,8,NFC South,NFC South,1,0
0.62,0.44299999999999995,0.001,CAR,ATL,0.5,2021,8,NFC South,NFC South,1,1
0.54,0.391,0.005,TEN,IND,2.5,2021,8,AFC South,AFC South,1,1
0.53,0.384,0.002,DET,PHI,0.0,2021,8,NFC North,NFC East,0,0
0.52,0.369,0.0,NE,LAC,1.0,2021,8,AFC East,AFC West,0,1
0.51,0.359,0.0,JAX,SEA,0.5,2021,8,AFC South,NFC West,0,1
0.51,0.366,0.0,NO,TB,2.5,2021,8,NFC South,NFC South,1,0
0.5,0.358,0.0,WAS,DEN,0.0,2021,8,NFC East,AFC West,0,1
0.49,0.353,0.003,DAL,MIN,2.5,2021,8,NFC East,NFC North,0,1
0.48,0.34700000000000003,0.0,CHI,SF,0.5,2021,8,NFC North,NFC West,0,0
0.46,0.18600000000000003,0.0,NYJ,CIN,0.0,2021,8,AFC East,AFC North,0,0
0.45,0.326,0.001,PIT,CLE,1.0,2021,8,AFC North,AFC North,1,1
0.4,0.287,0.001,GB,ARI,2.0,2021,8,NFC North,NFC West,0,1
0.35,0.19,0.0,NYG,KC,0.0,2021,8,NFC East,AFC West,0,1
0.22,0.12,0.0,MIA,BUF,1.0,2021,8,AFC East,AFC East,1,1
0.17,0.10099999999999999,0.0,HOU,LAR,0.0,2021,8,AFC South,NFC West,0,0
1.19,0.88,0.14400000000000002,BUF,JAX,4.5,2021,9,AFC East,AFC South,0,1
1.04,0.7509999999999999,0.013000000000000001,LAR,TEN,2.0,2021,9,NFC West,AFC South,0,0
1.03,0.8029999999999999,0.20600000000000002,IND,NYJ,2.0,2021,9,AFC South,AFC East,0,0
1.02,0.74,0.023,KC,GB,2.5,2021,9,AFC West,NFC North,0,0
0.99,0.726,0.055,BAL,MIN,2.0,2021,9,AFC North,NFC North,0,0
0.98,0.731,0.08199999999999999,PIT,CHI,0.5,2021,9,AFC North,NFC North,0,0
0.98,0.7170000000000001,0.043,NO,ATL,1.5,2021,9,NFC South,NFC South,1,0
0.97,0.7929999999999999,0.315,DAL,DEN,3.0,2021,9,NFC East,AFC West,0,0
0.94,0.677,0.002,SF,ARI,2.0,2021,9,NFC West,NFC West,1,0
0.89,0.657,0.059000000000000004,MIA,HOU,0.5,2021,9,AFC East,AFC South,0,0
0.86,0.616,0.006,NE,CAR,1.0,2021,9,AFC East,NFC South,0,1
0.79,0.579,0.027999999999999997,LV,NYG,0.5,2021,9,AFC West,NFC East,0,1
0.76,0.544,0.002,CIN,CLE,0.5,2021,9,AFC North,AFC North,1,0
0.7,0.498,0.0,PHI,LAC,1.0,2021,9,NFC East,AFC West,0,0
0.69,0.502,0.013000000000000001,LAC,PHI,2.0,2021,9,AFC West,NFC East,0,1
0.64,0.456,0.001,CLE,CIN,1.0,2021,9,AFC North,AFC North,1,1
0.6,0.42100000000000004,0.0,NYG,LV,0.0,2021,9,NFC East,AFC West,0,0
0.54,0.384,0.0,CAR,NE,0.5,2021,9,NFC South,AFC East,0,0
0.51,0.34299999999999997,0.001,HOU,MIA,0.0,2021,9,AFC South,AFC East,0,1
0.45,0.32299999999999995,0.005,ARI,SF,2.5,2021,9,NFC West,NFC West,1,1
0.42,0.207,0.0,DEN,DAL,1.0,2021,9,AFC West,NFC East,0,1
0.41,0.28300000000000003,0.0,ATL,NO,0.5,2021,9,NFC South,NFC South,1,1
0.41,0.26899999999999996,0.0,CHI,PIT,0.5,2021,9,NFC North,AFC North,0,1
0.41,0.27399999999999997,0.0,MIN,BAL,1.5,2021,9,NFC North,AFC North,0,1
0.37,0.26,0.001,GB,KC,2.0,2021,9,NFC North,AFC West,0,1
0.36,0.19699999999999998,0.001,NYJ,IND,0.0,2021,9,AFC East,AFC South,0,1
0.35,0.249,0.0,TEN,LAR,2.5,2021,9,AFC South,NFC West,0,1
0.21,0.12,0.0,JAX,BUF,0.5,2021,9,AFC South,AFC East,0,0
1.2,0.848,0.066,BUF,NYJ,4.0,2021,10,AFC East,AFC East,1,1
1.1,0.7859999999999999,0.081,TB,WAS,5.0,2021,10,NFC South,NFC East,0,1
1.08,0.787,0.11599999999999999,IND,JAX,1.5,2021,10,AFC South,AFC South,1,0
1.04,0.767,0.138,DAL,ATL,2.0,2021,10,NFC East,NFC South,0,0
1.02,0.7340000000000001,0.07200000000000001,ARI,CAR,2.5,2021,10,NFC West,NFC South,0,0
0.99,0.772,0.25,BAL,MIA,2.0,2021,10,AFC North,AFC East,0,1
0.9,0.625,0.005,LAR,SF,2.0,2021,10,NFC West,NFC West,1,1
0.88,0.6890000000000001,0.20800000000000002,PIT,DET,0.0,2021,10,AFC North,NFC North,0,0
0.88,0.616,0.013000000000000001,LAC,MIN,2.5,2021,10,AFC West,NFC North,0,0
0.86,0.603,0.013000000000000001,GB,SEA,2.0,2021,10,NFC North,NFC West,0,0
0.83,0.579,0.017,TEN,NO,3.0,2021,10,AFC South,NFC South,0,0
0.83,0.574,0.004,KC,LV,2.5,2021,10,AFC West,AFC West,1,1
0.79,0.5479999999999999,0.003,NE,CLE,1.5,2021,10,AFC East,AFC North,0,0
0.72,0.502,0.005,DEN,PHI,1.0,2021,10,AFC West,NFC East,0,0
0.72,0.498,0.001,PHI,DEN,1.0,2021,10,NFC East,AFC West,0,1
0.65,0.452,0.002,CLE,NE,1.5,2021,10,AFC North,AFC East,0,1
0.62,0.426,0.0,LV,KC,0.5,2021,10,AFC West,AFC West,1,0
0.62,0.42100000000000004,0.001,NO,TEN,1.5,2021,10,NFC South,AFC South,0,1
0.58,0.397,0.0,SEA,GB,2.0,2021,10,NFC West,NFC North,0,1
0.56,0.384,0.0,MIN,LAC,1.5,2021,10,NFC North,AFC West,0,1
0.56,0.311,0.0,DET,PIT,0.0,2021,10,NFC North,AFC North,0,1
0.54,0.375,0.0,SF,LAR,2.0,2021,10,NFC West,NFC West,1,0
0.45,0.228,0.001,MIA,BAL,1.0,2021,10,AFC East,AFC North,0,0
0.42,0.266,0.0,CAR,ARI,0.5,2021,10,NFC South,NFC West,0,1
0.4,0.233,0.0,ATL,DAL,0.5,2021,10,NFC South,NFC East,0,1
0.36,0.213,0.0,JAX,IND,0.5,2021,10,AFC South,AFC South,1,1
0.34,0.214,0.0,WAS,TB,0.0,2021,10,NFC East,NFC South,0,0
0.24,0.152,0.0,NYJ,BUF,0.0,2021,10,AFC East,AFC East,1,0
1.16,0.8220000000000001,0.096,TB,NYG,5.0,2021,11,NFC South,NFC East,0,0
1.1,0.836,0.264,CLE,DET,1.0,2021,11,AFC North,NFC North,0,0
1.06,0.745,0.055999999999999994,NE,ATL,2.0,2021,11,AFC East,NFC South,0,1
1.05,0.721,0.006999999999999999,BUF,IND,5.0,2021,11,AFC East,AFC South,0,0
1.02,0.7020000000000001,0.016,LAC,PIT,3.0,2021,11,AFC West,AFC North,0,0
1.01,0.718,0.064,SF,JAX,2.5,2021,11,NFC West,AFC South,0,1
0.98,0.6679999999999999,0.002,SEA,ARI,2.5,2021,11,NFC West,NFC West,1,0
0.93,0.7879999999999999,0.419,TEN,HOU,3.0,2021,11,AFC South,AFC South,1,0
0.92,0.631,0.016,MIA,NYJ,1.0,2021,11,AFC East,AFC East,1,1
0.91,0.622,0.012,CAR,WAS,1.0,2021,11,NFC South,NFC East,0,0
0.87,0.59,0.003,PHI,NO,2.0,2021,11,NFC East,NFC South,0,0
0.82,0.562,0.002,KC,DAL,3.5,2021,11,AFC West,NFC East,0,0
0.81,0.55,0.002,CIN,LV,0.5,2021,11,AFC North,AFC West,0,1
0.78,0.5329999999999999,0.005,GB,MIN,3.0,2021,11,NFC North,NFC North,1,1
0.76,0.528,0.02,BAL,CHI,1.5,2021,11,AFC North,NFC North,0,1
0.71,0.47200000000000003,0.001,CHI,BAL,0.5,2021,11,NFC North,AFC North,0,0
0.69,0.467,0.0,MIN,GB,2.0,2021,11,NFC North,NFC North,1,0
0.66,0.45,0.004,LV,CIN,0.5,2021,11,AFC West,AFC North,0,0
0.64,0.43799999999999994,0.0,DAL,KC,3.5,2021,11,NFC East,AFC West,0,1
0.6,0.41,0.002,NO,PHI,2.0,2021,11,NFC South,NFC East,0,1
0.56,0.37799999999999995,0.001,WAS,CAR,0.0,2021,11,NFC East,NFC South,0,1
0.55,0.369,0.001,NYJ,MIA,0.0,2021,11,AFC East,AFC East,1,0
0.54,0.212,0.0,HOU,TEN,0.0,2021,11,AFC South,AFC South,1,1
0.49,0.332,0.002,ARI,SEA,2.5,2021,11,NFC West,NFC West,1,1
0.45,0.282,0.0,JAX,SF,0.5,2021,11,AFC South,NFC West,0,0
0.45,0.298,0.0,PIT,LAC,0.0,2021,11,AFC North,AFC West,0,1
0.41,0.27899999999999997,0.0,IND,BUF,2.0,2021,11,AFC South,AFC East,0,1
0.41,0.255,0.001,ATL,NE,0.5,2021,11,NFC South,AFC East,0,0
0.37,0.16399999999999998,0.001,DET,CLE,0.0,2021,11,NFC North,AFC North,0,1
0.31,0.17800000000000002,0.001,NYG,TB,0.0,2021,11,NFC East,NFC South,0,1
1.17,0.7040000000000001,0.04,BUF,NO,3.5,2021,12,AFC East,NFC South,0,1
1.16,0.7290000000000001,0.114,NE,TEN,1.5,2021,12,AFC East,AFC South,0,0
1.11,0.736,0.20800000000000002,DAL,LV,2.0,2021,12,NFC East,AFC West,0,0
1.08,0.642,0.023,SF,MIN,2.5,2021,12,NFC West,NFC North,0,0
1.05,0.624,0.025,CIN,PIT,0.5,2021,12,AFC North,AFC North,1,0
0.99,0.65,0.156,PHI,NYG,2.0,2021,12,NFC East,NFC East,1,1
0.97,0.5820000000000001,0.024,TB,IND,5.0,2021,12,NFC South,AFC South,0,1
0.95,0.5920000000000001,0.076,BAL,CLE,2.0,2021,12,AFC North,AFC North,1,0
0.94,0.5760000000000001,0.05,HOU,NYJ,0.0,2021,12,AFC South,AFC East,0,0
0.92,0.57,0.059000000000000004,LAC,DEN,2.5,2021,12,AFC West,AFC West,1,1
0.92,0.539,0.001,LAR,GB,2.5,2021,12,NFC West,NFC North,0,1
0.87,0.523,0.023,CAR,MIA,0.5,2021,12,NFC South,AFC East,0,1
0.86,0.522,0.03,ATL,JAX,0.5,2021,12,NFC South,AFC South,0,1
