"EntryName","Week_1","Week_2","Week_3","Week_4","Week_5","Week_6","Week_7","Week_8","Week_9"
"VEGAS BOYZ 25-2","BENGALS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS BOYZ 25-3","CARDINALS PK","RAVENS PK","SEAHAWKS PK","PATRIOTS PK","COLTS PK","PACKERS PK","BRONCOS PK","BENGALS PK","ELIMINATED"
"VEGAS BOYZ 25-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"VEGAS BOYZ 25-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","VIKINGS PK","COLTS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"VEGAS CREW-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"VEGAS CREW-2","BRONCOS PK","RAVENS PK","BUCS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS CREW-3","BRONCOS PK","RAVENS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS CREW-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS CREW-5","JAGUARS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS DJ-1","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-1","EAGLES PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-10","JAGUARS PK","CARDINALS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-2","EAGLES PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-3","EAGLES PK","RAMS PK","CHIEFS PK","BILLS PK","COLTS PK","STEELERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"VEGAS KING-4","BRONCOS PK","RAMS PK","BUCS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-5","BRONCOS PK","RAMS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-6","BRONCOS PK","BENGALS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-7","CARDINALS PK","RAVENS PK","BUCS PK","PATRIOTS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS KING-8","CARDINALS PK","RAVENS PK","COLTS PK","BILLS PK","LIONS PK","RAMS PK","BRONCOS PK","PATRIOTS PK","ALIVE"
"VEGAS KING-9","COMMANDERS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS LU-1","COMMANDERS PK","COWBOYS PK","BUCS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS LU-2","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS PIPELINE-1","CARDINALS PK","COWBOYS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS PIPELINE-2","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS PIPELINE-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS STEAM-1","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS STEAM-2","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS STEAM-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS STEAM-4","COMMANDERS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"VEGAS VIBE-1","STEELERS PK","CARDINALS PK","BUCS PK","BRONCOS PK","LIONS PK","RAIDERS PK","CHIEFS PK","COLTS PK","ALIVE"
"VEGAS VIBE-2","CARDINALS PK","BILLS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-1","STEELERS PK","CARDINALS PK","COMMANDERS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-10","JAGUARS PK","CARDINALS PK","STEELERS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-2","STEELERS PK","CARDINALS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-3","COMMANDERS PK","BENGALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","STEELERS PK","PACKERS PK","COLTS PK","ALIVE"
"VEGAS VIKES-4","COMMANDERS PK","BENGALS PK","49ERS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-5","CARDINALS PK","RAMS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-6","JAGUARS PK","CHARGERS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-7","BENGALS PK","COWBOYS PK","BILLS PK","RAMS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGAS VIKES-8","RAMS PK","COWBOYS PK","SEAHAWKS PK","LIONS PK","COLTS PK","BRONCOS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"VEGAS VIKES-9","CARDINALS PK","COWBOYS PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-1","EAGLES PK","LIONS PK","SEAHAWKS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-10","BRONCOS PK","LIONS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-2","EAGLES PK","LIONS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-3","EAGLES PK","LIONS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-4","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-5","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-6","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-7","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-8","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VEGASSHARP-9","BENGALS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VERDE 9999-1","BRONCOS PK","CARDINALS PK","BILLS PK","TEXANS PK","LIONS PK","PACKERS PK","PATRIOTS PK","COLTS PK","ALIVE"
"VGK61-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICIOUSWEINERDOGS-1","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICIOUSWEINERDOGS-2","JAGUARS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICIOUSWEINERDOGS-3","STEELERS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICIOUSWEINERDOGS-4","CARDINALS PK","RAVENS PK","SEAHAWKS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICTORY FORMATION-1","BRONCOS PK","CARDINALS PK","COLTS PK","PATRIOTS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICTORY FORMATION-2","STEELERS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICVUN-1","BRONCOS PK","BILLS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VICVUN-2","COMMANDERS PK","RAMS PK","CHIEFS PK","TEXANS PK","LIONS PK","EAGLES PK","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNIE PIE-1","COMMANDERS PK","RAVENS PK","BUCS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNIE PIE-2","JAGUARS PK","RAMS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNIE PIE-3","COMMANDERS PK","CARDINALS PK","SEAHAWKS PK","BRONCOS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"VINNYGOOMBOTS-1","JAGUARS PK","COWBOYS PK","SEAHAWKS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNYGOOMBOTS-2","BRONCOS PK","RAMS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNYGOOMBOTS-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","LIONS PK","RAIDERS PK","BRONCOS PK","COLTS PK","ALIVE"
"VINNYGOOMBOTS-4","BRONCOS PK","COWBOYS PK","VIKINGS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINNYGOOMBOTS-5","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","STEELERS PK","BRONCOS PK","BENGALS PK","ELIMINATED"
"VINSANITY-1","EAGLES PK","RAMS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-10","CARDINALS PK","RAVENS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-2","EAGLES PK","RAMS PK","BUCS PK","TEXANS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-3","EAGLES PK","CHARGERS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-4","EAGLES PK","CHARGERS PK","COLTS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-5","EAGLES PK","CHARGERS PK","SEAHAWKS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-6","EAGLES PK","CHARGERS PK","CHIEFS PK","PATRIOTS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-7","CARDINALS PK","RAVENS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-8","CARDINALS PK","RAVENS PK","BUCS PK","BRONCOS PK","LIONS PK","EAGLES PK","ELIMINATED","ELIMINATED","ELIMINATED"
"VINSANITY-9","CARDINALS PK","RAVENS PK","COLTS PK","BRONCOS PK","LIONS PK","RAMS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"VINTAGE PICKS-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","PACKERS PK","BEARS PK","BENGALS PK","ELIMINATED"
"VINTROVERTED-1","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","COLTS PK","RAMS PK","SEAHAWKS PK","BENGALS PK","ELIMINATED"
"VINTROVERTED-10","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINTROVERTED-2","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","COLTS PK","RAMS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"VINTROVERTED-3","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","COLTS PK","PACKERS PK","BEARS PK","EAGLES PK","ALIVE"
"VINTROVERTED-4","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","COLTS PK","PACKERS PK","BEARS PK","PATRIOTS PK","ALIVE"
"VINTROVERTED-5","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","COLTS PK","RAIDERS PK","RAMS PK","PATRIOTS PK","ALIVE"
"VINTROVERTED-6","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINTROVERTED-7","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINTROVERTED-8","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VINTROVERTED-9","COMMANDERS PK","COWBOYS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIPER24-1","CARDINALS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIPER24-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","STEELERS PK","BEARS PK","COLTS PK","ALIVE"
"VIPER24-3","JAGUARS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIPER24-4","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIPER24-5","BRONCOS PK","RAMS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIPER24-6","BENGALS PK","LIONS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIVA LAS WAGERS-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VIVALASFLORIDAMAN-1","STEELERS PK","RAMS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VJQUICK FSU-1","BENGALS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VJQUICK FSU-2","BRONCOS PK","COWBOYS PK","BILLS PK","TEXANS PK","COLTS PK","STEELERS PK","CHIEFS PK","PATRIOTS PK","ALIVE"
"VJQUICK FSU-3","COMMANDERS PK","CARDINALS PK","BUCS PK","BILLS PK","COLTS PK","PACKERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"VLIETFIRE-1","STEELERS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VLIETFIRE-2","STEELERS PK","COWBOYS PK","BILLS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VLIETFIRE-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VLIETFIRE-4","CARDINALS PK","COWBOYS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VLIETFIRE-5","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VLIETFIRE-6","STEELERS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"VODKA JOHNNY-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-10","EAGLES PK","CHARGERS PK","BILLS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","STEELERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"VODKA JOHNNY-3","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-4","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-5","BENGALS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-6","BENGALS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-7","BENGALS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-8","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VODKA JOHNNY-9","CARDINALS PK","RAMS PK","CHIEFS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-1","CARDINALS PK","RAMS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-2","CARDINALS PK","RAVENS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-3","CARDINALS PK","LIONS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-5","COMMANDERS PK","RAVENS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLAN-6","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLARE CIECO-1","EAGLES PK","LIONS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLARE CIECO-2","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLARE CIECO-3","JAGUARS PK","RAMS PK","SEAHAWKS PK","BILLS PK","LIONS PK","RAIDERS PK","CHIEFS PK","COLTS PK","ALIVE"
"VOLARE CIECO-4","BRONCOS PK","CARDINALS PK","BILLS PK","TEXANS PK","VIKINGS PK","PACKERS PK","BEARS PK","COLTS PK","ALIVE"
"VOLCANO-1","STEELERS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","BEARS PK","PATRIOTS PK","ALIVE"
"VOLCANO-10","BRONCOS PK","RAVENS PK","BUCS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-2","STEELERS PK","CARDINALS PK","BILLS PK","TEXANS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-3","BRONCOS PK","RAMS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-4","JAGUARS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","BEARS PK","BENGALS PK","ELIMINATED"
"VOLCANO-6","COMMANDERS PK","LIONS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-7","COMMANDERS PK","CARDINALS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLCANO-8","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","STEELERS PK","CHIEFS PK","PATRIOTS PK","ALIVE"
"VOLCANO-9","BRONCOS PK","RAMS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","BEARS PK","COLTS PK","ALIVE"
"VOLTRON 12-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"VOLUMEBETS-1","CARDINALS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VOLUMEBETS-2","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VON LERK-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","STEELERS PK","PACKERS PK","COLTS PK","ALIVE"
"VONATION180-1","JAGUARS PK","BENGALS PK","COLTS PK","BILLS PK","GIANTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VS2-1","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VS2-2","CARDINALS PK","COWBOYS PK","COLTS PK","TEXANS PK","VIKINGS PK","PACKERS PK","STEELERS PK","ELIMINATED","ELIMINATED"
"VSINNUT-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","BEARS PK","BENGALS PK","ELIMINATED"
"VSINNUT-2","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VULCAN NATION-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"VULCAN NATION-2","CARDINALS PK","COWBOYS PK","BUCS PK","BRONCOS PK","COLTS PK","STEELERS PK","BEARS PK","BENGALS PK","ELIMINATED"
"Vanzack-1","CARDINALS PK","COWBOYS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vanzack-2","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vanzack-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vanzack-4","CARDINALS PK","49ERS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vanzack-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vanzack-6","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vegas Casino Talk-1","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vegas Casino Talk-2","CARDINALS PK","COWBOYS PK","BUCS PK","TEXANS PK","COLTS PK","PACKERS PK","CHIEFS PK","PATRIOTS PK","ALIVE"
"Vegas Casino Talk-3","CARDINALS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vegas Casino Talk-4","JAGUARS PK","RAVENS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vegas Casino Talk-5","JAGUARS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"Vegas Casino Talk-6","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
